lemma,translation,iew_reference,author,category,innovation,pie_stem,branch,language_form_and_translation,notes
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,acrodynamic root present,0,*h₃rḗg̑-/h₃rég̑-{6},Iranian,[jav. vi-rāzaiti ‘herrscht’{9}; [khot. rays- ‘lenken’{10},"notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12. – {6} Zum Ansatz des akrodyn. Präs. vgl. STRUNK, FS HOENIGSWALD 385-92; in den meisten Einzelsprachen vom Konj. *h₃rég̑-e- aus thematisiert, s. ibid. 388-9. – {9} Vgl. STRUNK, l.c. 387; HOFFMANN bei STRUNK, l.c. 3902; ā ist im Iranischen auch ins VAdj. (av. rāšta- usw.) eingedrungen. – {10} Mit R(e); die offenbar nicht uriran. Thematisierung muß hier anders als im Av. vom schwachen Stamm bzw. Konj.-Stamm *ra(d)z- ausgegangen sein."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,acrodynamic root present,0,*h₃rḗg̑-/h₃rég̑-{6},Greek,[gr. ὀρέγω ‘strecke’,"notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12. – {6} Zum Ansatz des akrodyn. Präs. vgl. STRUNK, FS HOENIGSWALD 385-92; in den meisten Einzelsprachen vom Konj. *h₃rég̑-e- aus thematisiert, s. ibid. 388-9."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,acrodynamic root present,0,*h₃rḗg̑-/h₃rég̑-{6},Italic,"[lat. regō, -ere ‘richten, lenken’","notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12. – {6} Zum Ansatz des akrodyn. Präs. vgl. STRUNK, FS HOENIGSWALD 385-92; in den meisten Einzelsprachen vom Konj. *h₃rég̑-e- aus thematisiert, s. ibid. 388-9."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,acrodynamic root present,0,*h₃rḗg̑-/h₃rég̑-{6},Celtic,"[air. a-t:raig, a-ta:regat ‘sich erheben’{11}","notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12. – {6} Zum Ansatz des akrodyn. Präs. vgl. STRUNK, FS HOENIGSWALD 385-92; in den meisten Einzelsprachen vom Konj. *h₃rég̑-e- aus thematisiert, s. ibid. 388-9. – {11} Mit infigiertem reflexivem Objektpronomen ‘sich selbst ausstrecken’; < *rege-, vgl. COWGILL, Ériu 34 (1983) 98; MCCONE, Ériu 42 (1991) 8. Zu rigid ‘streckt aus’ (nicht Simplex zu -raig) s. *rei̯g̑-."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,acrodynamic root present,0,*h₃rḗg̑-/h₃rég̑-{6},Germanic,[got. (+) rikan ‘aufhäufen’{12},"notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12. – {6} Zum Ansatz des akrodyn. Präs. vgl. STRUNK, FS HOENIGSWALD 385-92; in den meisten Einzelsprachen vom Konj. *h₃rég̑-e- aus thematisiert, s. ibid. 388-9. – {12} Zur Semantik vgl. SEEBOLD 373."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,acrodynamic root present,0,*h₃rḗg̑-/h₃rég̑-{6},Tocharian,"toch.B Konj. rāśäṃ ‘soll ausstrecken, -breiten’{13}","notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12. – {6} Zum Ansatz des akrodyn. Präs. vgl. STRUNK, FS HOENIGSWALD 385-92; in den meisten Einzelsprachen vom Konj. *h₃rég̑-e- aus thematisiert, s. ibid. 388-9. – {13} *raśə- für *rəśə- < *h₃reg̑e- nach Konj. V /rák-a-/ < *ræka- < **h₃rog̑H-, vgl. HACKSTEIN 118-21."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,sigmatic aorist,0,?*h₃rḗg̑/h₃rég̑-s-,Greek,gr. ὤρεξα ‘streckte’,"notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,sigmatic aorist,0,?*h₃rḗg̑/h₃rég̑-s-,Italic,"lat. rēxī ‘richtete, lenkte’","notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,sigmatic aorist,0,?*h₃rḗg̑/h₃rég̑-s-,Celtic,[air. a-t:racht ‘erhob sich’{14},"notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12. – {14} Vgl. auch Konj. (= Fut.) ress-."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,sigmatic aorist,0,?*h₃rḗg̑/h₃rég̑-s-,Tocharian,"toch.B reksa, A raksā-ṃ ‘breitete aus’","notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,éi̯e-causative–iterative,0,*h₃rog̑-éi̯e-,Iranian,jav. -rāzaiieite ‘richtet’,"notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,éi̯e-causative–iterative,0,*h₃rog̑-éi̯e-,Germanic,got. (+) -rakjan ‘recken’,"notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,se-present,1,–,Tocharian,"toch.B raksau ‘strecke aus, breite aus’{15}","notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12. – {15} Analog. zum s-Prät."
*h₃reg̑-{1},"‘gerade richten, ausstrecken’{2}",IEW 854-7,M. K.,perfect,1,–,Greek,gr. hom. ὀρωρέχαται ‘haben sich gestreckt’,"notes: {1} Nach OLSEN, FS RIX 3622 mit Lit. urspr. identisch mit *h₃rei̯g̑- (s. *rei̯g̑-), beide < *h₃ri̯eg̑-. – {2} Vgl. ved. r̥jú- = av. ərəzu- ‘gerade’; dazu wird auch *h₃rēg̑- m. ‘Herrscher’ in ved. rā́j- (dessen Existenz in dieser Bedeutung und damit auch das uridg. Rekonstrukt bestritten wird von SIHLER, JIES 5 [1977] 221-46; SCHARFE, JAOS 105 [1985] 543-8), lat. rēx, air. r’ usw. gestellt, vgl. EWAia II 445 mit Lit. Dazu zuletzt MCCONE, Ériu 49 (1998) 1-12."
*h₃rei̯H-{1},"‘wallen, wirbeln’{1a}",[IEW 330-1],M. K.,root,0,*h₃rei̯H-{1},PIE,"PIE *h₃rei̯H-{1} ‘wallen, wirbeln’{1a}","notes: {1} Vgl. RIX, IF 70 (1965) 25-49. Ansatz vielleicht auch *(h₁)rei̯H-, da gr. ὀ° von ὄρνυμι (s. *h₃er-) übertragen sein könnte, vgl. PRAUST 44-51. – {1a} Nach PRAUST 51-120 eigentlich ‘durcheinanderwirbeln, aufgewühlt sein’."
*h₃rei̯H-{1},"‘wallen, wirbeln’{1a}",[IEW 330-1],M. K.,acrodynamic root present,0,?*h₃rḗi̯H-/h₃réi̯H-,Slavic,"[aksl. (+) rějǫ, (rejati) ‘fließen’{2}","notes: {1} Vgl. RIX, IF 70 (1965) 25-49. Ansatz vielleicht auch *(h₁)rei̯H-, da gr. ὀ° von ὄρνυμι (s. *h₃er-) übertragen sein könnte, vgl. PRAUST 44-51. – {1a} Nach PRAUST 51-120 eigentlich ‘durcheinanderwirbeln, aufgewühlt sein’. – {2} Oder aus redupl. Präs. *h₃é-h₃roi̯H- mit Redupl.-Verlust → *rai̯- → *rai̯-i̯e/a- > rěje-."
*h₃rei̯H-{1},"‘wallen, wirbeln’{1a}",[IEW 330-1],M. K.,nasal-infix present,0,*h₃ri-né/n-H-,Indic,"ved. riṇā́ti ‘versetzt in unruhige Bewegung, läßt wirbeln’{3}","notes: {1} Vgl. RIX, IF 70 (1965) 25-49. Ansatz vielleicht auch *(h₁)rei̯H-, da gr. ὀ° von ὄρνυμι (s. *h₃er-) übertragen sein könnte, vgl. PRAUST 44-51. – {1a} Nach PRAUST 51-120 eigentlich ‘durcheinanderwirbeln, aufgewühlt sein’. – {3} Einmaliges ariṇvan MS 1,217: 27,3 ist Fehler für ariṇan der Paralleltexte, s. ibid. mit Lit. Bedeutungsansatz im Ved. nach PRAUST 65-95."
*h₃rei̯H-{1},"‘wallen, wirbeln’{1a}",[IEW 330-1],M. K.,nasal-infix present,0,*h₃ri-né/n-H-,Greek,"[gr. ὀρῑ́νω, lesb. ὀρίννω ‘wühle auf, wirble’{4}","notes: {1} Vgl. RIX, IF 70 (1965) 25-49. Ansatz vielleicht auch *(h₁)rei̯H-, da gr. ὀ° von ὄρνυμι (s. *h₃er-) übertragen sein könnte, vgl. PRAUST 44-51. – {1a} Nach PRAUST 51-120 eigentlich ‘durcheinanderwirbeln, aufgewühlt sein’. – {4} *h₃rinH- vor Vokal > *orin- → *orini̯e-, vgl. RIX, l.c. 4462."
*h₃rei̯H-{1},"‘wallen, wirbeln’{1a}",[IEW 330-1],M. K.,nasal-infix present,0,*h₃ri-né/n-H-,Germanic,"[got. (+) rinnan ‘rennen, laufen’{5}","notes: {1} Vgl. RIX, IF 70 (1965) 25-49. Ansatz vielleicht auch *(h₁)rei̯H-, da gr. ὀ° von ὄρνυμι (s. *h₃er-) übertragen sein könnte, vgl. PRAUST 44-51. – {1a} Nach PRAUST 51-120 eigentlich ‘durcheinanderwirbeln, aufgewühlt sein’. – {5} *h₃rinH- > *rinn-, mit Ablautentgleisung zu *//renn-// umgedeutet, wozu neu *rann-, *runn-, vgl. LÜHR, MSS 35 (1976) 78."
*h₃rei̯H-{1},"‘wallen, wirbeln’{1a}",[IEW 330-1],M. K.,nasal-infix present,0,*h₃ri-né/n-H-,Slavic,"[russ. (+) rínut’ ‘strömen, fließen’{6}","notes: {1} Vgl. RIX, IF 70 (1965) 25-49. Ansatz vielleicht auch *(h₁)rei̯H-, da gr. ὀ° von ὄρνυμι (s. *h₃er-) übertragen sein könnte, vgl. PRAUST 44-51. – {1a} Nach PRAUST 51-120 eigentlich ‘durcheinanderwirbeln, aufgewühlt sein’. – {6} Mit analogischem *i; daneben im Slav. wohl auch Fortsetzer von *h₃r̥néu̯- (RIX, l.c. 46-7), s. *h₃er-."
*h₃rei̯H-{1},"‘wallen, wirbeln’{1a}",[IEW 330-1],M. K.,zero-grade i̯é-present,0,?*h₃riH-i̯é-{7},Indic,"ved. riyate ‘wirbelt, befindet sich in unruhiger Bewegung’","notes: {1} Vgl. RIX, IF 70 (1965) 25-49. Ansatz vielleicht auch *(h₁)rei̯H-, da gr. ὀ° von ὄρνυμι (s. *h₃er-) übertragen sein könnte, vgl. PRAUST 44-51. – {1a} Nach PRAUST 51-120 eigentlich ‘durcheinanderwirbeln, aufgewühlt sein’. – {7} Kann uriir. fientive Oppositionsbildung zu *rinā́- sein."
*h₃rei̯H-{1},"‘wallen, wirbeln’{1a}",[IEW 330-1],M. K.,perfect,0,?*h₃e-h₃rói̯H/h₃riH-,Iranian,?np. (+) riy- ‘scheißen’{7a},"notes: {1} Vgl. RIX, IF 70 (1965) 25-49. Ansatz vielleicht auch *(h₁)rei̯H-, da gr. ὀ° von ὄρνυμι (s. *h₃er-) übertragen sein könnte, vgl. PRAUST 44-51. – {1a} Nach PRAUST 51-120 eigentlich ‘durcheinanderwirbeln, aufgewühlt sein’. – {7a} Der Bedeutungsübergang ist unklar."
*h₃rei̯H-{1},"‘wallen, wirbeln’{1a}",[IEW 330-1],M. K.,perfect,0,?*h₃e-h₃rói̯H/h₃riH-,Greek,[gr. hom. ὀρώρεται ‘ist (innerlich) aufgewühlt’{8},"notes: {1} Vgl. RIX, IF 70 (1965) 25-49. Ansatz vielleicht auch *(h₁)rei̯H-, da gr. ὀ° von ὄρνυμι (s. *h₃er-) übertragen sein könnte, vgl. PRAUST 44-51. – {1a} Nach PRAUST 51-120 eigentlich ‘durcheinanderwirbeln, aufgewühlt sein’. – {8} Hom. Äolismus für *ὀρώριται, vgl. RIX, l.c. 27; *ῐ statt †ῑ < *iH nach κέκλιται zu κλίνω, s. RIX, l.c. 4462; zur Bedeutung vgl. RIX, l.c. 48-9."
*h₃rei̯H-{1},"‘wallen, wirbeln’{1a}",[IEW 330-1],M. K.,intensive,0,*h₃réi̯-h₃roi̯H/h₃riH-,Indic,ved. (KS) alelet ‘zitterte’{9},"notes: {1} Vgl. RIX, IF 70 (1965) 25-49. Ansatz vielleicht auch *(h₁)rei̯H-, da gr. ὀ° von ὄρνυμι (s. *h₃er-) übertragen sein könnte, vgl. PRAUST 44-51. – {1a} Nach PRAUST 51-120 eigentlich ‘durcheinanderwirbeln, aufgewühlt sein’. – {9} Dazu neue 3s Ind. „Perf.“ lelā́ya, vgl. ausführlich (auch zur Bdtg.) NARTEN, Sprache 27 (1981) 1-21 = Kl. Schr. 233-53; PRAUST 96-106."
*h₃rei̯H-{1},"‘wallen, wirbeln’{1a}",[IEW 330-1],M. K.,intensive,0,*h₃réi̯-h₃roi̯H/h₃riH-,Germanic,got. reiraiþ* ‘zittert’{10},"notes: {1} Vgl. RIX, IF 70 (1965) 25-49. Ansatz vielleicht auch *(h₁)rei̯H-, da gr. ὀ° von ὄρνυμι (s. *h₃er-) übertragen sein könnte, vgl. PRAUST 44-51. – {1a} Nach PRAUST 51-120 eigentlich ‘durcheinanderwirbeln, aufgewühlt sein’. – {10} Belegt mit ai nur Prät. -reiraida; urgerm. *rī-rai- < *réi̯-roi̯-, vgl. NARTEN, l.c. 11 = 243; PRAUST 111."
*h₃reu̯H-{1},‘brüllen’,IEW 867,M. K.,root,0,*h₃reu̯H-{1},PIE,PIE *h₃reu̯H-{1} ‘brüllen’,"notes: {1} Vgl. zum anlautenden Laryngal auch ved. tuvi-ráva- ‘stark brüllend’ usw., s. EWAia II 439."
*h₃reu̯H-{1},‘brüllen’,IEW 867,M. K.,amphidynamic root-present,0,*h₃réu̯H-/h₃ruH-,Indic,[ved. ruváti ‘brüllt’{2},"notes: {1} Vgl. zum anlautenden Laryngal auch ved. tuvi-ráva- ‘stark brüllend’ usw., s. EWAia II 439. – {2} Thematisiert; erst sekundär wieder athematische (Aniṭ-!)Formen rauti, ruyā́t (Br., Sū.); daneben nach náva- gebildetes rávate, vgl. GOTŌ 265."
*h₃reu̯H-{1},‘brüllen’,IEW 867,M. K.,amphidynamic root-present,0,*h₃réu̯H-/h₃ruH-,Iranian,"jav. Ptz. (athem.) uruuatō ‘des brüllenden’ [aksl. (+) revǫ/rovǫ, (rjuti/ruti) ‘brülle’{3}","notes: {1} Vgl. zum anlautenden Laryngal auch ved. tuvi-ráva- ‘stark brüllend’ usw., s. EWAia II 439. – {3} Urspr. rovǫ, (rjuti) mit Ausgleich."
*h₃reu̯H-{1},‘brüllen’,IEW 867,M. K.,e-reduplicated athematic present,0,?*h₃é-h₃rou̯H/h₃ruH-,Greek,"?[gr. (Pi., Hdt.+) ὠρῡ́ομαι ‘heule, brülle’{4}","notes: {1} Vgl. zum anlautenden Laryngal auch ved. tuvi-ráva- ‘stark brüllend’ usw., s. EWAia II 439. – {4} Zum i̯e-Präsens umgebildet, dazu neuer s-Aorist ὠρύσασθαι? Ohne Ansatz eines urspr. reduplizierten Präsens bliebe nur die unbefriedigende Annahme expressiver Dehnung des Anlautvokals."
*h₃reu̯H-{1},‘brüllen’,IEW 867,M. K.,sigmatic aorist,0,*h₃rḗu̯H/h₃réu̯H-s-,Indic,ved. árāvit ‘hat gebrüllt’,"notes: {1} Vgl. zum anlautenden Laryngal auch ved. tuvi-ráva- ‘stark brüllend’ usw., s. EWAia II 439."
*h₃reu̯H-{1},‘brüllen’,IEW 867,M. K.,sigmatic aorist,0,*h₃rḗu̯H/h₃réu̯H-s-,Slavic,?aksl. -ru ‘brüllte’,"notes: {1} Vgl. zum anlautenden Laryngal auch ved. tuvi-ráva- ‘stark brüllend’ usw., s. EWAia II 439."
*h₃reu̯H-{1},‘brüllen’,IEW 867,M. K.,causative,1,–,Indic,(spät)ved. rāvayati ‘läßt brüllen’,"notes: {1} Vgl. zum anlautenden Laryngal auch ved. tuvi-ráva- ‘stark brüllend’ usw., s. EWAia II 439."
*h₃reu̯k-,"‘(aus)graben, (aus)rupfen’",IEW 869-70,M. K.,root,0,*h₃reu̯k-,PIE,"PIE *h₃reu̯k- ‘(aus)graben, (aus)rupfen’",
*h₃reu̯k-,"‘(aus)graben, (aus)rupfen’",IEW 869-70,M. K.,nasal-infix present,0,*h₃ru-né/n-k-,Indic,[ai. luñc ‘rupfen’{1},"notes: {1} Als Neowurzel abstrahiert; durch kuluñcá- m. ‘Dieb’ VS für die ved. Zeit belegt, sonst nur ep. klass. Perfekt luluñc-, vgl. EWAia I 375-6."
*h₃reu̯k-,"‘(aus)graben, (aus)rupfen’",IEW 869-70,M. K.,zero-grade i̯é-present,0,?*h₃ruk-i̯é-,Italic,"[lat. runcō, -āre ‘jäten’{2}","notes: {2} Der Umbildungsprozeß ist unklar, Denominativ zu einem postverbalen *runkā-?"
*h₃reu̯k-,"‘(aus)graben, (aus)rupfen’",IEW 869-70,M. K.,zero-grade i̯é-present,0,?*h₃ruk-i̯é-,Greek,"gr. ὀρύσσω, att. ὀρύττω ‘grabe, scharre’",
*h₃reu̯k-,"‘(aus)graben, (aus)rupfen’",IEW 869-70,M. K.,s-aorist,1,–,Greek,"gr. ὄρυξα ‘grub, scharrte’",
*h₃reu̯k-,"‘(aus)graben, (aus)rupfen’",IEW 869-70,M. K.,perfect,1,–,Greek,gr. (Hdt.+) ὀρώρυκτο ‘war gegraben’,
*h₃slei̯dʰ-{1},"‘ausgleiten, fehlgehen’",IEW 960-1,Th. Z.,root,0,*h₃slei̯dʰ-{1},PIE,"PIE *h₃slei̯dʰ-{1} ‘ausgleiten, fehlgehen’","notes: {1} Der anlautende Laryngal aufgrund der für das Gr. anzusetzenden Wurzelform *h₃lei̯sdʰ-, die mit Metathese aus *h₃slei̯dʰ- erklärt werden kann; s. RASMUSSEN, FT Leiden 34921."
*h₃slei̯dʰ-{1},"‘ausgleiten, fehlgehen’",IEW 960-1,Th. Z.,root aorist,0,*h₃sléi̯dʰ-/h₃slidʰ-,Indic,"ved. Ptz. á-sridhāna- ‘nicht fehlgehend’, [3s Inj. mā́ sridhat ‘soll nicht fehlgehen’","notes: {1} Der anlautende Laryngal aufgrund der für das Gr. anzusetzenden Wurzelform *h₃lei̯sdʰ-, die mit Metathese aus *h₃slei̯dʰ- erklärt werden kann; s. RASMUSSEN, FT Leiden 34921."
*h₃slei̯dʰ-{1},"‘ausgleiten, fehlgehen’",IEW 960-1,Th. Z.,root aorist,0,*h₃sléi̯dʰ-/h₃slidʰ-,Greek,[gr. hom. ὄλισθε ‘glitt aus’,"notes: {1} Der anlautende Laryngal aufgrund der für das Gr. anzusetzenden Wurzelform *h₃lei̯sdʰ-, die mit Metathese aus *h₃slei̯dʰ- erklärt werden kann; s. RASMUSSEN, FT Leiden 34921."
*h₃slei̯dʰ-{1},"‘ausgleiten, fehlgehen’",IEW 960-1,Th. Z.,nasal-infix present,0,*h₃sli-né/n-dʰ-,Germanic,[got. (+) slindan ‘schlingen’{2},"notes: {1} Der anlautende Laryngal aufgrund der für das Gr. anzusetzenden Wurzelform *h₃lei̯sdʰ-, die mit Metathese aus *h₃slei̯dʰ- erklärt werden kann; s. RASMUSSEN, FT Leiden 34921. – {2} Vgl. SEEBOLD 432. Zu Präs. *slinda- sind mit Ablautentgleisung Prät. *sland ‘schlang’, ahd. Nomen slunt ‘Schlund’ gebildet. Semantik: ‘schlingen’ ← ‘(hinunter)gleiten lassen’ (IEW)."
*h₃slei̯dʰ-{1},"‘ausgleiten, fehlgehen’",IEW 960-1,Th. Z.,full-grade e-present,0,*h₃sléi̯dʰ-e-,Indic,"ved. srādhati ‘gleitet aus, handelt falsch’","notes: {1} Der anlautende Laryngal aufgrund der für das Gr. anzusetzenden Wurzelform *h₃lei̯sdʰ-, die mit Metathese aus *h₃slei̯dʰ- erklärt werden kann; s. RASMUSSEN, FT Leiden 34921."
