,root,category,branch,language,questionable,reflex,meaning,notes,expanded_notes,original_text
5709,1.*pekʷ-,root aorist,Tocharian,alit.,false,bė́gmi,"laufen, fliehen",,,[toch.A 3s Med. pakät ‘kochte (intr.)’{1}
5710,1.*pekʷ-,root aorist,Tocharian,lit.,false,bė́gu,"laufen, fliehen",,,[toch.A 3s Med. pakät ‘kochte (intr.)’{1}
5711,1.*pekʷ-,root aorist,Tocharian,arm.,true,bekanem,breche,3,3,[toch.A 3s Med. pakät ‘kochte (intr.)’{1}
5712,1.*pekʷ-,root aorist,Tocharian,toch.A,false,pakät,kochte (intr.),1,1: < *pektæ (mit *e vom aktiven s-Aorist *peks-) ← *pəkʷ-tæ < *pekʷtó.,[toch.A 3s Med. pakät ‘kochte (intr.)’{1}
5713,1.*pekʷ-,full-grade e-present,Indic,ved.,false,pácanti,"sie kochen, braten",,,"ved. pácanti ‘sie kochen, braten’"
5714,1.*pekʷ-,full-grade e-present,Iranian,In the given information,so the output will be:,there is only one reflex provided,,,,"jav. -pacaiti ‘kocht, backt, brät’"
5715,1.*pekʷ-,full-grade e-present,Iranian,language,questionable,reflex,meaning,notes,notes,"jav. -pacaiti ‘kocht, backt, brät’"
5716,1.*pekʷ-,full-grade e-present,Iranian,jav.,false,-pacaiti,"kocht, backt, brät",,,"jav. -pacaiti ‘kocht, backt, brät’"
5717,1.*pekʷ-,full-grade e-present,Italic,lat.,false,coquō,"kochen, backen, braten",,,"lat. coquō, -ere ‘kochen, backen, braten’"
5718,1.*pekʷ-,full-grade e-present,Celtic,kymr.,false,pob-,backen,,,kymr. pob- ‘backen’
5719,1.*pekʷ-,full-grade e-present,Baltic,lit.,false,kepù,"backen, braten",2,2: kep- mit Metathese ← *pek-.,"[lit. kepù, (kèpti) ‘backen, braten’{2}"
5720,1.*pekʷ-,full-grade e-present,Baltic,lit.,false,kèpti,"backen, braten",,,"[lit. kepù, (kèpti) ‘backen, braten’{2}"
5721,1.*pekʷ-,full-grade e-present,Slavic,aksl.,false,pekǫ,"backen, braten",,,"aksl. pekǫ, (pešti) ‘backen, braten’"
5722,1.*pekʷ-,full-grade e-present,Slavic,aksl.,false,pešti,"backen, braten",,,"aksl. pekǫ, (pešti) ‘backen, braten’"
5723,1.*pekʷ-,full-grade e-present,Albanian,alb.,false,pjek,"bäckt, brät",,,"alb. pjek ‘bäckt, brät’"
5724,1.*pekʷ-,full-grade e-present,Tocharian,toch.,false,pkelñe,kochen; reifen,2a,2a,"?[toch. Konj. III Abstr. B pkelñe, A pkalune ‘kochen; reifen’{2a}"
5725,1.*pekʷ-,full-grade e-present,Tocharian,toch.,false,pkalune,kochen; reifen,2a,2a,"?[toch. Konj. III Abstr. B pkelñe, A pkalune ‘kochen; reifen’{2a}"
5726,1.*pekʷ-,zero-grade i̯é-present,Indic,ved.,false,pácyate,wird reif,3,"3: Daneben Passiv pacyáte ‘wird gekocht’, das aber auch ‘wird reif’ bedeuten kann, s. GOTŌ 203398.",ved. pácyate ‘wird reif’{3}
5727,1.*pekʷ-,zero-grade i̯é-present,Greek,gr.,false,πέσσω,"lasse reifen, verdaue, koche",4,"4: Faktitives Oppositionsaktiv ‘reif, gar machen’ zu einem nicht erhaltenen Medium; ersetzt das ererbte them. Präsens.","gr. πέσσω, att. πέττω ‘lasse reifen, verdaue, koche’{4}"
5728,1.*pekʷ-,zero-grade i̯é-present,Greek,att.,false,πέττω,"lasse reifen, verdaue, koche",4,"4: Faktitives Oppositionsaktiv ‘reif, gar machen’ zu einem nicht erhaltenen Medium; ersetzt das ererbte them. Präsens.","gr. πέσσω, att. πέττω ‘lasse reifen, verdaue, koche’{4}"
5729,1.*pekʷ-,s-aorist,Indic,``,`,,,,,"{5}## ved. Konj. pákṣat ‘wird kochen, braten’{6}"
5730,1.*pekʷ-,s-aorist,Greek,gr.,false,ἔπεψα,"kochte, verdaute",,,"gr. ἔπεψα ‘kochte, verdaute’"
5731,1.*pekʷ-,s-aorist,Italic,lat.,false,coxī,"kochte, buk, briet",,,"lat. coxī ‘kochte, buk, briet’"
5732,1.*pekʷ-,se-present,Tocharian,toch.B,false,pakṣäṃ,kocht (tr.),,,"[toch.B pakṣäṃ ‘kocht (tr.)’, Med. pakṣtär ‘reift, kocht (intr.)’; A Ipf. päkṣānt ‘kochten (tr.)’{7}"
5733,1.*pekʷ-,se-present,Tocharian,Med.,false,pakṣtär,"reift, kocht (intr.)",,,"[toch.B pakṣäṃ ‘kocht (tr.)’, Med. pakṣtär ‘reift, kocht (intr.)’; A Ipf. päkṣānt ‘kochten (tr.)’{7}"
5734,1.*pekʷ-,se-present,Tocharian,A,false,päkṣānt,kochten (tr.),7,"7: Ersatzbildungen für *pékʷ-e- bzw. *pekʷ-i̯é-, s. HACKSTEIN 89.","[toch.B pakṣäṃ ‘kocht (tr.)’, Med. pakṣtär ‘reift, kocht (intr.)’; A Ipf. päkṣānt ‘kochten (tr.)’{7}"
5735,1.*pekʷ-,nasal present,Tocharian,päknäṣtär,reift,false,kocht (intr.),8,"8: Nachurtoch. Neubildung für das mediale s-Präsens, s. HACKSTEIN 303-4.","[toch.A päknäṣtär ‘reift, kocht (intr.)’{8}"
5736,1.*pekʷ-,perfect,Indic,ved.,false,pece,habe mir gekocht,,,"ved. pece ‘habe mir gekocht’, (AV) papā́ca ‘hat gekocht’{9}"
5737,1.*pekʷ-,perfect,Indic,AV,false,papā́ca,hat gekocht,9,"9: KÜMMEL, Perfekt 292-3.","ved. pece ‘habe mir gekocht’, (AV) papā́ca ‘hat gekocht’{9}"
5738,1.*pekʷ-,perfect,Tocharian,toch.,false,pepeku,gereift; gekocht,,,"toch. PP B pepeku, A pakku ‘gereift; gekocht’"
5739,1.*pekʷ-,perfect,Tocharian,toch.,false,pakku,gereift; gekocht,,,"toch. PP B pepeku, A pakku ‘gereift; gekocht’"
5740,2.*pekʷ-{1},amphidynamic root-present,Tocharian,toch.B,false,paktär,vertraut,,,"toch.B paktär ‘vertraut’, 3p pkwäntär{2}"
5741,2.*pekʷ-{1},amphidynamic root-present,Tocharian,toch.B,false,pkwäntär,,2,"2: Wegen des Erhalts von kw in Toch.B muß urtoch. *pəkw-, nicht *pəkw- vorliegen, das nur aus *pek(ʷ)-u̯- entstanden sein kann (vgl. RINGE 42 mit Lit.).","toch.B paktär ‘vertraut’, 3p pkwäntär{2}"
5742,?*pel-{1},perfect,Slavic,aksl.,false,poljǫ,"brennen, flammen",2,"2: Umbildung wie bei gorěti, s. *gʷʰer-.","[aksl. (+) poljǫ, polěti ‘brennen, flammen’{2}"
5743,?*pel-{1},perfect,Slavic,aksl.,false,polěti,"brennen, flammen",2,"2: Umbildung wie bei gorěti, s. *gʷʰer-.","[aksl. (+) poljǫ, polěti ‘brennen, flammen’{2}"
5744,?*pel-{1},i̯e-causative–iterative,Slavic,aksl.,false,paljǫ,anzünden,3,3: Zu *pōl-ei̯e- umgebildet.,"[aksl. (+) paljǫ, paliti ‘anzünden’{3}"
5745,?*pel-{1},i̯e-causative–iterative,Slavic,aksl.,false,paliti,anzünden,,,"[aksl. (+) paljǫ, paliti ‘anzünden’{3}"
5746,?*pel-{1},nasal present,Slavic,aksl.,false,vъs-planǫti,auflodern,4,4: Inchoativbildung *polnǫti zu polěti bzw. zum alten Perfekt.,aksl. (+) vъs-planǫti ‘auflodern’{4}
5747,*pelh₁-{1},reduplicated thematic aorist,Greek,gr.,false,ἀμ-πεπαλών,(die Lanze) oben (über dem Kopf) in Schwung gebracht habend,2,"2: BENDAHMAN 50-2. Nicht hierher πάλτο ‘sprang’ etc., s. Anm. 1a zu 1.*sel-.",gr. ἀμ-πεπαλών ‘(die Lanze) oben (über dem Kopf) in Schwung gebracht habend’{2}
5748,*pelh₁-{1},e-reduplicated athematic present,Slavic,slov.,false,"+ pọ́ljem, pláti",wogen; wallen machen,3,3: Vgl. VAILLANT III 299.,"[slov. (+) pọ́ljem, (pláti) ‘wogen; wallen machen’{3}"
5749,*pelh₁-{1},nasal-infix present,Greek,gr.,false,πάλλω,"schwinge, schüttle, lose",4,"4: Zum Lautlichen vgl. βάλλω ← *gʷl̥-né/n-h₁-; Lit. bei HARÐARSON 16169. Lat. pellō ‘schlage, stoße, treibe’ liegt semantisch ab, s. *pelh₂.","[gr. πάλλω ‘schwinge, schüttle, lose’{4}"
5750,*pelh₁-{1},s-aorist,Greek,gr.,false,ἔπηλα,schwang,,,gr. ἔπηλα ‘schwang’
5751,*pelh₂-,root aorist,Armenian,arm.,false,eli,"ich ging hinaus, ging hinauf",2,"2: Möglicherweise hierher nach MEISER, Habil. §27012, möglich wäre aber auch Anschluß an *h₁elh₂- ‘wohin treiben’, s.d.; aus ‘sich (einem Ort) nähern’ müßte sich zunächst eine allgemeine Bedeutung ‘wohin gehen’ entwickelt haben, die wieder auf ‘hinauf-’ oder ‘hinausgehen’ eingeschränkt wurde.","?arm. eli ‘ich ging hinaus, ging hinauf’{2}"
5752,*pelh₂-,root aorist,Greek,gr.,false,πλῆτο,näherte sich,,,gr. πλῆτο ‘näherte sich’; [ἐπέλασσα ‘näherte mich; brachte näher’{3}
5753,*pelh₂-,root aorist,Greek,gr.,false,ἐπέλασσα,näherte mich; brachte näher,3,"3: Vgl. HARÐARSON 181-2, 216.",gr. πλῆτο ‘näherte sich’; [ἐπέλασσα ‘näherte mich; brachte näher’{3}
5754,*pelh₂-,root aorist,Italic,"""umbr."", ""a[m]-pelust"", ""false"", ""wird erschlagen haben"", None",,,,,,[umbr. Fut. ex. a[m]-pelust ‘wird erschlagen haben’
5755,*pelh₂-,nasal-infix present,Iranian,jav.,false,pərəne,gehe an (gegen),4,"4: Vgl. STRUNK, FS HUMBACH 445-54, auch zur Semantik (bei ‘sich nähern’ wurde die urspr. fakultative Komponente ‘in feindlicher Absicht’ obligatorisch); die N. 13 überlieferte 3s parəṇti, nach STRUNK möglicherweise Relikt eines aktiven Stammes *pel-n-h₂-, ist jedoch schon wegen der Diathese (sonst jav. nur Medium) mit KLINGENSCHMITT, Diss. 84 in +pərəṇte zu emendieren.",jav. pərəne ‘gehe an (gegen)’{4}
5756,*pelh₂-,nasal-infix present,Armenian,arm.,false,elanem,"gehe hinaus, gehe hinauf",5,"5: Mit R(e) vom Aorist, falls nicht überhaupt Neubildung zu diesem.","?[arm. elanem ‘gehe hinaus, gehe hinauf’{5}"
5757,*pelh₂-,nasal-infix present,Greek,gr.,false,πίλναμαι,nähere mich,,,[gr. ep. πίλναμαι ‘nähere mich’; [(Hes.) πιλνᾷ ‘bringt näher’{6}
5758,*pelh₂-,nasal-infix present,Greek,gr.,false,πιλνᾷ,bringt näher,6,"6: Mit sekundärem i für †παλν°, vgl. HARÐARSON 182119.",[gr. ep. πίλναμαι ‘nähere mich’; [(Hes.) πιλνᾷ ‘bringt näher’{6}
5759,*pelh₂-,nasal-infix present,Italic,lat.,false,"pellō, -ere","schlagen, treiben",7,"7: Mit vom Aorist übertragener R(e), vgl. KLINGENSCHMITT 176-721; daneben com-, ap-pellāre ‘anreden’ mit ā-Flexion im Kompositum, vgl. MEISER, Habil. §59; RIX, GS KURYŁOWICZ 402-4. Bedeutungsentwicklung nach STRUNK, MSS 46 (1985) 235 ‘in die Nähe bringen’ → ‘stoßen, antreiben’. –","[lat. pellō, -ere ‘schlagen, treiben’{7}; [umbr. am-pentu ‘er soll erschlagen’{8}"
5760,*pelh₂-,nasal-infix present,Italic,umbr.,false,am-pentu,er soll erschlagen,8,"8: Vgl. MEISER, Lautg. 164-6.","[lat. pellō, -ere ‘schlagen, treiben’{7}; [umbr. am-pentu ‘er soll erschlagen’{8}"
5761,*pelh₂-,nasal-infix present,Celtic,air.,false,ad:ella,besucht,9,"9: Mit vom Aorist übertragener R(e), vgl. KLINGENSCHMITT 176-721, zur Erklärung der schwachen ā-Flexion vgl. MCCONE 16, 28, 110-1. Gegen Herleitung der keltischen Verben von *h₁elh₂- ‘wohin treiben’ (PEDERSEN, VKG II 353) spricht das air. Fut. eblaid, das eine mit *p anlautende Wurzel voraussetzt.",[air. ad:ella ‘besucht’{9}
5762,*pelh₂-,reduplicated sé-desiderative,Celtic,air.,false,eblaid,wird treiben,10,"10: Suppletiv zu ag-, vgl. MCCONE 32-3.",air. eblaid ‘wird treiben’{10}
5763,*pelh₂-,s-aorist,Celtic,air.,false,ad:ell,besuchte,11,"11: Vgl. MCCONE 111; dazu nach MCCONE 99 auch der britann. Konj., s.u.",air. ad:ell ‘besuchte’{11}
5764,*pelh₂-,s-aorist,Celtic,mkymr.,false,el,würde gehen,12,"12: Nach MCCONE 99 wegen des Stammes el(h)- außerhalb der 3s aus s-Aorist-Konj. *elase- < *pelh₂-s-e-; dagegen nach WATKINS, Celtic Verb 150 < *(p)elāt ← *pélh₂-e-t.",?mkymr. Konj. el ‘würde gehen’{12}
5765,*pelh₂-,perfect,Greek,gr.,false,πεπλημένος,herangekommen,,,gr. πεπλημένος ‘herangekommen’
5766,*pelh₂-,perfect,Italic,lat.,false,pepulī,"schlug, vertrieb",13,"13: Vgl. MEISER, Habil. §270.","lat. pepulī ‘schlug, vertrieb’{13}"
5767,?*pelk-{1},full-grade e-present,Germanic,got.,false,filhan,"verbergen, begraben",2,"2: Grundbedeutung des Simplex wohl ‘eindringen’ neben ‘verbergen’, vgl. SEEBOLD 191-3.","got. (+) filhan ‘verbergen, begraben’, ae. feolan ‘eindringen; durchmachen’{2}"
5768,?*pelk-{1},full-grade e-present,Germanic,ae.,false,feolan,eindringen; durchmachen,,,"got. (+) filhan ‘verbergen, begraben’, ae. feolan ‘eindringen; durchmachen’{2}"
5769,*pen-{1},full-grade e-present,Baltic,lit.,false,penù,"füttern, mästen",,,"lit. penù, (penė́ti) ‘füttern, mästen’"
5770,*pen-{1},full-grade e-present,Baltic,lit.,false,penė́ti,"füttern, mästen",,,"lit. penù, (penė́ti) ‘füttern, mästen’"
5771,*pent-{1},full-grade e-present,Germanic,got.,false,finþan,"finden, erfahren",,,"got. (+) finþan ‘finden, erfahren’"
5772,*pent-{1},perfect,Germanic,got.,false,fanþ,"fand, erfuhr",,,"got. (+) fanþ ‘fand, erfuhr’"
5773,*pent-{1},iterative,Greek,gr.,false,πατέω,"treten, betreten, häufig besuchen",3,"3: Viell. eher Denom. zu πάτος, vgl. FRISK II 481; SCHWYZER 726 (unentschieden).","?gr. πατέω ‘treten, betreten, häufig besuchen’{3}"
5774,1.*per-,root aorist,Iranian,aav.,false,fra-frā,ich will überschreiten,2,"2: /-fra’ā/ zu lesen, vgl. HUMBACH, Die Gathas II 71; thematisiert *pr-e-.",[aav. Konj. fra-frā ‘ich will überschreiten’{2}
5775,1.*per-,e-reduplicated athematic present,Germanic,got.,false,faran,"wandern, ziehen",3,3: Vgl. HARÐARSON 3014; etwas anders (*p’-por- nach dem Ved.) KLINGENSCHMITT 85; 1466.,"[got. (+) faran ‘wandern, ziehen’{3}"
5776,1.*per-,e-reduplicated athematic present,Slavic,ksl.,false,-prati,"zerschneiden, auftrennen",3a,3a,"[ksl. (+) -prati, -porjǫ ‘zerschneiden, auftrennen’{3a}"
5777,1.*per-,e-reduplicated athematic present,Slavic,ksl.,false,-porjǫ,"zerschneiden, auftrennen",3a,3a,"[ksl. (+) -prati, -porjǫ ‘zerschneiden, auftrennen’{3a}"
5778,1.*per-,i-reduplicated athematic present,Indic,ved.,false,píparti,bringt hinüber,4,"4: Wegen i-Redupl. und faktitiver Funktion viell. besser (unter Annahme von innervedischer Akzentneuerung) von germ. *faran zu trennen (J. A. H.); möglich wäre aber auch Umbildung von *pá-par- < *pé-por- (HARÐARSON 3014). Aus dem Präsens auch der Kausativaorist pi-par-(a)-, vgl. BENDAHMAN 162-3.",ved. píparti ‘bringt hinüber’{4}
5779,1.*per-,full-grade i̯e-present,Greek,gr.,false,πείρω,durchdringe; durchbohre,,,gr. πείρω ‘durchdringe; durchbohre’
5780,1.*per-,éi̯e-causative–iterative,Indic,ved.,false,pāráyati,bringt hinüber,,,ved. pāráyati ‘bringt hinüber’
5781,1.*per-,éi̯e-causative–iterative,Iranian,jav.,false,-pāraiieiṇti,bringen hinüber,,,jav. -pāraiieiṇti ‘bringen hinüber’
5782,1.*per-,éi̯e-causative–iterative,Germanic,got.,false,farjan,"fahren (tr.), schiffen",6,6: Viell. eher Denom. (zu *fara- n. oder *farō- f.).,"?got. (+) farjan ‘fahren (tr.), schiffen’{6}"
5783,1.*per-,s-aorist,Indic,ved.,false,párṣat(i),wird hinüberbringen,7,"7: Nur im Konj., nach NARTEN 170-2 Neubildung zum si-Ipv. párṣi; d.h. letztlich viell. aus einem athematischen Desiderativ/„Prospektiv“ *pér/pr̥-s- (vgl. RASMUSSEN, FT Berlin 384-99). Die faktitive Bedeutung spricht aber wohl eher für einen s-Aorist.",ved. Konj. párṣat(i) ‘wird hinüberbringen’{7}
5784,1.*per-,s-aorist,Greek,gr.,false,ἔπειρα,durchbohrte,,,gr. ἔπειρα ‘durchbohrte’
5785,1.*per-,perfect,Greek,gr.,false,πεπαρμένος,durchbohrt,,,gr. πεπαρμένος ‘durchbohrt’
5786,1.*per-,causative,Germanic,An.,false,fǿra,"führen, bringen",8,"8: Innergerm. Kausativbildung zum Präteritalstamm *fōr- des starken Verbums, kaum ein altes *pṓr-i̯e-.","an. (+) fǿra ‘führen, bringen’{8}"
5787,1.*per-,fientive,Greek,gr.,false,ἐπάρην,wurde durchbohrt,,,gr. (Hdt.+) ἐπάρην ‘wurde durchbohrt’
5788,2.*per-,néu̯-present,Iranian,jav.,false,"fra-pərənaoiti A. 3,10-12",beschlagnahmt (zum Ausgleich),2,"2: Vgl. KELLENS, Verbe 114.","jav. fra-pərənaoiti A. 3,10-12 ‘beschlagnahmt (zum Ausgleich)’{2}"
5789,2.*per-,thematic present,Iranian,jav.,false,aipi.pārəmna-,sich der Beschlagnahme unterwerfend,3,"3: Nach KELLENS, Verbe 114-5 Augenblicksbildung zu pāra- ‘Schuld’.","jav. aipi.pārəmna- V. 8,107 ‘sich der Beschlagnahme unterwerfend’{3}"
5790,3.*per-,root aorist,Armenian,arm.,false,ehar,schlug,1,"1: Vgl. KLINGENSCHMITT 215; Präs. suppl. harkanem, s. *h₃erg-.",arm. ehar ‘schlug’{1}
5791,3.*per-,full-grade e-present,Baltic,lit.,false,periù,mit dem Badequast schlagen; baden,,,"[lit. periù, (per̃ti) ‘mit dem Badequast schlagen; baden’; lett. peŗu, (pèrt) ‘schlagen (auch mit dem Badequast)’"
5792,3.*per-,full-grade e-present,Baltic,lit.,false,per̃ti,,,,"[lit. periù, (per̃ti) ‘mit dem Badequast schlagen; baden’; lett. peŗu, (pèrt) ‘schlagen (auch mit dem Badequast)’"
5793,3.*per-,full-grade e-present,Baltic,lett.,false,peŗu,schlagen (auch mit dem Badequast),,,"[lit. periù, (per̃ti) ‘mit dem Badequast schlagen; baden’; lett. peŗu, (pèrt) ‘schlagen (auch mit dem Badequast)’"
5794,3.*per-,full-grade e-present,Baltic,lett.,false,pèrt,,,,"[lit. periù, (per̃ti) ‘mit dem Badequast schlagen; baden’; lett. peŗu, (pèrt) ‘schlagen (auch mit dem Badequast)’"
5795,3.*per-,full-grade e-present,Slavic,ksl.,false,perǫ,schlagen; waschen,,,"ksl. perǫ, pьrati ‘schlagen; waschen’"
5796,3.*per-,full-grade e-present,Slavic,ksl.,false,pьrati,schlagen; waschen,,,"ksl. perǫ, pьrati ‘schlagen; waschen’"
5797,*perd-,root aorist,Iranian,jav.,false,"pərəδən V. 3,32",furzten,1,"1: Oder Präs., so KELLENS, Verbe 102; dann mit unklarer R(z), nur graphisch?","?[jav. pərəδən V. 3,32 ‘furzten’{1}"
5798,*perd-,root aorist,Greek,gr.,false,-έπαρδεν,furzte,,,[gr. att. -έπαρδεν ‘furzte’
5799,*perd-,full-grade e-present,Indic,ai.,false,pardate,furzt,2,"2: Schlecht belegt, fast nur DhP, aber vgl. hindi (+) pādnā (TURNER 7933).",ai. klass. (11. Jh.) pardate ‘furzt’{2}
5800,*perd-,full-grade e-present,Greek,gr.,false,πέρδομαι,furze,,,gr. att. πέρδομαι ‘furze’
5801,*perd-,full-grade e-present,Germanic,ahd.,false,ferzan,furzen,,,"ahd. ferzan, [an. freta3 ‘furzen’"
5802,*perd-,full-grade e-present,Germanic,an.,false,freta3,furzen,,,"ahd. ferzan, [an. freta3 ‘furzen’"
5803,*perd-,full-grade e-present,Baltic,lett.,false,pȩr̂du,furzen,,,"lett. pȩr̂du, (pir̂st); [lit. pérdžiu, (pérsti) ‘furzen’"
5804,*perd-,full-grade e-present,Baltic,lett.,false,pir̂st,,,,"lett. pȩr̂du, (pir̂st); [lit. pérdžiu, (pérsti) ‘furzen’"
5805,*perd-,full-grade e-present,Baltic,lit.,false,pérdžiu,,,,"lett. pȩr̂du, (pir̂st); [lit. pérdžiu, (pérsti) ‘furzen’"
5806,*perd-,full-grade e-present,Baltic,lit.,false,pérsti,,,,"lett. pȩr̂du, (pir̂st); [lit. pérdžiu, (pérsti) ‘furzen’"
5807,*perd-,full-grade e-present,Albanian,alb.,false,pjerdh,furzt,,,alb. pjerdh ‘furzt’
5808,*perd-,perfect,Greek,gr.,false,πέπορδα,furze,4,4: Präsentische Funktion!,gr. att. πέπορδα ‘furze’{4}
5809,*perd-,perfect,Germanic,[an.,false,frat,furzte,,,[an. frat ‘furzte’
5810,*perd-,essive,Slavic,rus.,false,peržú,furzen,,,"russ. (+) peržú, (perdét') ‘furzen’"
5811,*perd-,essive,Slavic,rus.,false,perdét,furzen,,,"russ. (+) peržú, (perdét') ‘furzen’"
5812,*perh₂-,root aorist,Greek,gr.,false,ἐπέρασ(σ)α,verkaufte,1,1: Vgl. HARÐARSON 216.,[gr. ἐπέρασ(σ)α ‘verkaufte’{1}
5813,*perh₂-,nasal-infix present,Greek,gr.,false,πέρνημι,verkaufe,2,2: Mit sekundärer R(e) vom Aorist.,[gr. πέρνημι ‘verkaufe’{2}
5814,*perh₂-,nasal-infix present,Celtic,air.,false,-ren,verkaufen,3,"3: Nach MCCONE 37-40 dagegen zu einer Wurzel *h₂rei̯H- ‘zählen’, wofür besonders Konj. -ria und Prät. Pass. -ríth sprächen; außerdem könne urkelt. *rin- nicht auf *pr̥n- zurückgehen, da dies zu *arn- geführt hätte.","?[air. -ren, -renat ‘verkaufen’{3}"
5815,*perh₂-,nasal-infix present,Celtic,air.,false,-renat,verkaufen,3,"3: Nach MCCONE 37-40 dagegen zu einer Wurzel *h₂rei̯H- ‘zählen’, wofür besonders Konj. -ria und Prät. Pass. -ríth sprächen; außerdem könne urkelt. *rin- nicht auf *pr̥n- zurückgehen, da dies zu *arn- geführt hätte.","?[air. -ren, -renat ‘verkaufen’{3}"
5816,*perh₂-,sk̑é-present,Greek,gr.,false,πιπρᾱ́σκω,verkaufe,4,4: Mit sekundärer Reduplikation.,[gr. πιπρᾱ́σκω ‘verkaufe’{4}
5817,*perh₃-,root aorist,Indic,ved.,false,pūrdh,"gib, spende!",1,"1: Zur Abgrenzung von pari- ~ prā- ‘füllen’ im Vedischen vgl. KUIPER, AcO 16 (1938) 313-26.","ved. pūrdh’ ‘gib, spende!’{1}"
5818,*perh₃-,root aorist,Greek,gr.,false,ἔπορον,"verschaffte, schenkte, gewährte",2,"2: Aus pore- < *pero- < *perh₃- (und viell. auch *poro- < *pŕ̥h₃-) thematisiert, vgl. HARÐARSON 169.","[gr. ἔπορον ‘verschaffte, schenkte, gewährte’{2}"
5819,*perh₃-,root aorist,Italic,lat.,false,parentēs,Eltern,3,"3: MEISER, Habil. śś 70, 269 mit Lit.",lat. (*Ptz.) parentēs ‘Eltern’{3}
5820,*perh₃-,nasal-infix present,Indic,ved.,false,pr̥ṇā́ti,"gibt, schenkt, spendet",4,"4: Homonym mit pr̥ṇā́ti ‘füllt’ (s. *pleh₁-), nur semantisch-syntaktisch noch trennbar; vgl. KUIPER, l.c. 314-5.","ved. pr̥ṇā́ti ‘gibt, schenkt, spendet’{4}"
5821,*perh₃-,nasal-infix present,Celtic,air.,false,-ern*,gewährt,5,5: Mir analogischer R(e) nach dem Konj. und dem (später vom Perfekt verdrängten) Aor.,[air. -ern* ‘gewährt’{5}
5822,*perh₃-,zero-grade i̯é-present,Italic,lat.,false,parō,"bereiten, erwerben",,,"lat. parō, -āre ‘bereiten, erwerben’, [pariō, -ere ‘erwerben, gebären’, re-periō, -īre ‘(wieder)finden, entdecken’{6}"
5823,*perh₃-,zero-grade i̯é-present,Italic,lat.,false,pariō,"erwerben, gebären",,,"lat. parō, -āre ‘bereiten, erwerben’, [pariō, -ere ‘erwerben, gebären’, re-periō, -īre ‘(wieder)finden, entdecken’{6}"
5824,*perh₃-,zero-grade i̯é-present,Italic,lat.,false,re-periō,"(wieder)finden, entdecken",6,"6: < *parai̯e- < *pŕ̥h₃i̯e-, in Komposita dagegen *par-ii̯e- > lat. -peri-, vgl. MEISER, Habil. §143. pari-t < *pʰr̥h₃-i-ti, vgl. RIX, GS SCHINDLER 525.","lat. parō, -āre ‘bereiten, erwerben’, [pariō, -ere ‘erwerben, gebären’, re-periō, -īre ‘(wieder)finden, entdecken’{6}"
5825,*perh₃-,perfect,Indic,ved.,false,pupūriyās,mögest du geben!,6a,6a,"?ved. Opt. pupūriyās RV 5,6,9 ‘mögest du geben!’{6a}"
5826,*perh₃-,perfect,Greek,gr.,false,πέπρωται,ist (vom Schicksal) bestimmt,,,gr. πέπρωται ‘ist (vom Schicksal) bestimmt’
5827,*perh₃-,perfect,Italic,falisk.,false,pe:para[i],habe erworben,7,"7: Nach MEISER, Habil. §269 eher urital. Perfekt-Neubildung (oder nach §204 Umdeutung eines alten Zustandsperfekts ‘besitze’) als Entsprechung von gr. Aor. πεπαρεῖν.","falisk. pe:para[i] ‘habe erworben’, lat. peperī ‘verschaffte, erwarb; gebar, erzeugte’{7}"
5828,*perh₃-,perfect,Italic,lat.,false,peperī,"verschaffte, erwarb; gebar, erzeugte",,,"falisk. pe:para[i] ‘habe erworben’, lat. peperī ‘verschaffte, erwarb; gebar, erzeugte’{7}"
5829,*perh₃-,perfect,Celtic,air.,false,ro-ír,gewährte,8,"8: Dazu viell. gall. eiwrou/ieuru ‘weihte’, doch ist die Entwicklung schon innerhalb des Gall. unklar; vgl. LEJEUNE, EC 12 (1972) 40; LAMBERT, ZCPh 37 (1979) 207-13; LEJEUNE, FS LEROY 110-8; K. H. SCHMIDT, ZCPh 41 (1986) 175-6.",air. ro-ír ‘gewährte’{8}
5830,*perh₃-,reduplicated sé-desiderative,Celtic,air.,false,ebarth-i,wird es gewähren,9,9: Vgl. MCCONE 31.,air. ebarth-i ‘wird es gewähren’{9}
5831,*perh₃-,reduplicated aorist,Greek,gr.,false,πεπαρεῖν,zeigen,10,"10: V.l. πεπορ°, auch von Hsch. glossiert als ἐνδεῖξαι, σημῆναι; vgl. HARÐARSON 219.","gr. πεπαρεῖν Pi. P. 2,57 ‘zeigen’{10}"
5832,*perh₃-,i̯e-present,Italic,lat.,false,pariō,"verschaffen, erwerben; gebären, erzeugen",11,"11: Rückgebildet aus Komposita wie re-perīre nach MEISER, Habil. §§143, 269. Dagegen nach RIX, l.c. 525 *pari- < *pr̥h₃-i-.","lat. pariō, -ere ‘verschaffen, erwerben; gebären, erzeugen’{11}"
5833,*perk̑-{1},amphidynamic root-present,Baltic,lit.,false,per̃šti,stechend schmerzen,2,"2: Zur Semantik s. HAMP, l.c. 87; GRIEPENTROG, l.c. 198-9; vgl. noch lit. (lexikal.) praparšas ‘Graben’.",lit. 3s per̃šti (peršė́ti) ‘stechend schmerzen’{2}
